Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
11-07-2013,Albury,1.7,15.1,0,nan,nan,SE,15,nan,E,0,7,84,60,1035.2,1032,nan,nan,6.6,13.9,No,0,No
12-07-2013,Albury,1.5,15.8,0,nan,nan,SE,19,NNW,ESE,4,7,100,64,1032,1028.3,3,8,5.1,14.4,No,0,No
13-07-2013,Albury,5,14.8,0,nan,nan,ENE,17,nan,ESE,0,7,100,74,1029.4,1026.1,5,6,8,14,No,5,Yes
14-07-2013,Albury,8,14,5,nan,nan,N,33,ESE,ENE,9,7,100,90,1025.2,1022.7,7,8,11.1,13,Yes,5,Yes
15-07-2013,Albury,11.1,14.6,5,nan,nan,NNE,37,N,N,11,9,86,89,1022.1,1020.9,8,8,13.7,14,Yes,2.4,Yes
16-07-2013,Albury,10.1,15.5,2.4,nan,nan,E,20,ENE,SE,7,6,100,85,1024.6,1022.3,6,8,11.2,14.5,Yes,2,Yes
17-07-2013,Albury,11.1,18,2,nan,nan,NE,24,ENE,ENE,7,13,100,78,1022.1,1018.8,8,8,13.1,17.1,Yes,0,No
18-07-2013,Albury,12.1,20.5,0,nan,nan,NNE,57,NE,NE,17,22,73,69,1019.1,1013.7,nan,1,16.1,19.1,No,33.6,Yes
19-07-2013,Albury,13.5,17.3,33.6,nan,nan,NNE,52,NNW,NNW,26,26,83,69,1010.3,1008.7,8,8,15.2,15.7,Yes,4.4,Yes
20-07-2013,Albury,8.3,11.9,4.4,nan,nan,NNW,52,N,WNW,9,19,89,78,1006.5,1005.2,8,8,9.7,8.8,Yes,7.2,Yes
21-07-2013,Albury,4.5,11.2,7.2,nan,nan,NW,35,N,NNW,11,15,92,65,1016.6,1014.9,7,7,4.7,9.2,Yes,0,No
22-07-2013,Albury,4.4,11.7,0,nan,nan,N,31,N,NNW,9,9,76,73,1018.6,1017.5,6,8,7.6,10.2,No,0.6,No
23-07-2013,Albury,3.4,12.4,0.6,nan,nan,WNW,30,W,WNW,7,17,100,73,1023.7,1023.8,8,1,6.6,12.2,No,0,No
24-07-2013,Albury,1.9,14.7,0,nan,nan,W,17,SE,W,7,6,100,56,1030.7,1028.9,7,nan,3.6,14,No,0,No
25-07-2013,Albury,0.8,11.3,0,nan,nan,SE,13,SE,ENE,9,7,100,73,1031.1,1028.4,8,nan,4,11.1,No,0,No
26-07-2013,Albury,3.5,12.8,0,nan,nan,SE,17,S,ESE,7,11,98,63,1029.4,1027.2,8,7,5.9,11.7,No,0,No
27-07-2013,Albury,0.3,13.9,0,nan,nan,ENE,19,nan,SE,0,9,100,69,1030.1,1027.1,6,nan,5.1,13.4,No,0.2,No
28-07-2013,Albury,3,16.1,0.2,nan,nan,NE,35,nan,NE,0,24,98,56,1027.5,1021.7,nan,nan,6.2,16,No,5,Yes
29-07-2013,Albury,6.2,17.7,5,nan,nan,NNE,52,NE,NNE,9,19,87,70,1021.6,1018.5,7,8,12.4,15.9,Yes,0.2,No
30-07-2013,Albury,5.7,13.2,0.2,nan,nan,W,24,nan,WNW,0,17,100,90,1021.4,1021.4,8,8,9.7,11.1,No,0,No
31-07-2013,Albury,5,14.5,0,nan,nan,ESE,17,nan,SSW,0,4,100,72,1025.8,1023.4,8,2,5.6,13.9,No,0,No
01-08-2013,Albury,2.8,14.3,0,nan,nan,ESE,13,E,E,4,9,100,65,1024.3,1020.3,7,1,7,13.8,No,0,No
02-08-2013,Albury,7,15.9,0,nan,nan,WNW,52,nan,NNW,0,24,87,55,1016.3,1012.1,8,8,10.1,14.2,No,1.2,Yes
03-08-2013,Albury,4.7,10.4,1.2,nan,nan,NNW,43,WNW,NNE,13,17,87,83,1018.6,1014.5,1,8,6.3,9.3,Yes,1,No
04-08-2013,Albury,6.3,13.1,1,nan,nan,WNW,48,NW,WNW,15,19,89,62,1015.3,1015.6,8,3,8.4,12,No,1.6,Yes
05-08-2013,Albury,7.4,13.3,1.6,nan,nan,N,26,NNW,N,13,15,96,85,1017.6,1014.5,8,8,8.1,11.7,Yes,2.8,Yes
06-08-2013,Albury,8,13.6,2.8,nan,nan,WNW,37,NW,WNW,24,20,74,68,1009.2,1010,8,8,12.5,13.1,Yes,0.4,No
07-08-2013,Albury,3.4,11.5,0.4,nan,nan,NE,28,N,N,7,11,94,89,1014.4,1010.7,8,8,7.6,10.2,No,8.2,Yes
08-08-2013,Albury,5.9,15.9,8.2,nan,nan,ENE,37,WSW,E,9,6,81,55,1014.4,1015,nan,nan,8.4,13.8,Yes,0,No
09-08-2013,Albury,2.6,11.2,0,nan,nan,NNW,20,ENE,N,9,11,95,85,1019.8,1016.6,8,8,7.2,10.4,No,2.8,Yes
10-08-2013,Albury,5.7,16.6,2.8,nan,nan,WNW,22,nan,WSW,0,13,95,62,1017.9,1016.7,nan,nan,9.6,16,Yes,0,No
11-08-2013,Albury,2.9,15.6,0,nan,nan,NE,20,S,NNE,9,13,100,58,1019.2,1014.9,8,8,5.8,14.9,No,17.2,Yes
12-08-2013,Albury,5.8,14.9,17.2,nan,nan,W,69,NW,W,31,44,94,54,1004.3,1006,8,nan,12.7,13,Yes,1.2,Yes
13-08-2013,Albury,4.6,14.5,1.2,nan,nan,NW,41,WNW,NW,17,15,79,57,1015.8,1014.9,8,8,9.1,12.6,Yes,0,No
14-08-2013,Albury,7.4,18.4,0,nan,nan,W,56,N,NW,13,20,65,58,1011.6,1005.9,nan,8,11.8,15.7,No,6.6,Yes
15-08-2013,Albury,1.8,14.1,6.6,nan,nan,W,20,W,WNW,11,11,84,60,1022.8,1021.5,nan,8,6.5,13.3,Yes,0,No
16-08-2013,Albury,2.1,16.2,0,nan,nan,N,57,ESE,NE,9,26,100,45,1021.4,1012.2,8,nan,6.4,16.1,No,3.8,Yes
17-08-2013,Albury,6.4,14.4,3.8,nan,nan,N,44,WSW,NW,9,15,78,58,1010.9,1011.5,8,8,10.4,14,Yes,0.6,No
18-08-2013,Albury,4.7,18.3,0.6,nan,nan,NNW,50,NE,NNW,13,33,79,43,1015.2,1009.7,8,nan,9.1,18.1,No,6,Yes
19-08-2013,Albury,6.6,11.3,6,nan,nan,SW,52,W,WNW,17,20,85,72,1013,1011.1,8,nan,7.8,8.3,Yes,9.8,Yes
20-08-2013,Albury,1.5,10.7,9.8,nan,nan,WNW,35,W,WNW,17,22,86,63,1017.6,1016.2,nan,8,4.8,9.8,Yes,0.2,No
21-08-2013,Albury,2.2,11,0.2,nan,nan,WNW,28,WSW,WNW,11,11,94,67,1018.4,1015.5,8,8,6.4,10.4,No,4.2,Yes
22-08-2013,Albury,6.4,11.9,4.2,nan,nan,WNW,44,NW,W,15,17,89,85,1012.6,1010.6,8,8,8.7,10.7,Yes,8.8,Yes
23-08-2013,Albury,8.6,12.3,8.8,nan,nan,WNW,44,NW,WNW,22,19,94,94,1011.6,1011.9,8,8,10.1,11.4,Yes,4.2,Yes
24-08-2013,Albury,6,15,4.2,nan,nan,W,22,ENE,nan,9,0,100,75,1023.3,1023.8,8,8,9,13.6,Yes,0,No
25-08-2013,Albury,8.1,16.2,0,nan,nan,W,24,E,WNW,7,15,87,64,1026.6,1024.4,8,8,11.8,15.1,No,0,No
26-08-2013,Albury,9.5,17.1,0,nan,nan,WNW,28,S,W,2,9,76,61,1025.9,1023.4,8,8,12.2,16.3,No,0.4,No
27-08-2013,Albury,8.1,17.8,0.4,nan,nan,ENE,17,NNE,ESE,2,7,91,60,1023.9,1019.7,nan,nan,10.6,17.2,No,0,No
28-08-2013,Albury,5.4,20.8,0,nan,nan,ENE,20,ENE,SE,9,11,91,59,1022.1,1018.5,nan,nan,11.3,19.7,No,2.8,Yes
29-08-2013,Albury,9.8,20,2.8,nan,nan,WNW,57,E,NE,11,26,84,51,1018.8,1011.4,5,1,15,19.4,Yes,3.6,Yes
30-08-2013,Albury,10.2,18.5,3.6,nan,nan,NW,30,NW,WNW,15,13,67,61,1016.5,1015,nan,7,14.9,17.2,Yes,0.2,No
31-08-2013,Albury,6.1,20.7,0.2,nan,nan,ESE,20,E,SSE,7,6,88,45,1022.3,1020.8,nan,nan,12.5,20.2,No,0,No
01-09-2013,Albury,5.3,22.2,0,nan,nan,ENE,17,ESE,S,7,9,80,53,1028.5,1025.8,nan,nan,12.1,20.7,No,0,No
02-09-2013,Albury,7,23.8,0,nan,nan,E,15,nan,E,0,7,74,42,1031.7,1029.4,nan,nan,13.6,23.4,No,0,No
03-09-2013,Albury,8,23.3,0,nan,nan,ESE,15,N,S,2,6,80,51,1033.3,1029.8,nan,nan,14.7,23,No,0,No
04-09-2013,Albury,7.5,23.7,0,nan,nan,WSW,54,ESE,NNE,7,17,82,51,1031.8,1026.8,nan,nan,15,22.7,No,0,No
05-09-2013,Albury,11.9,22.6,0,nan,nan,NNE,28,E,NNE,4,11,79,51,1027.8,1024.5,nan,2,17,21.7,No,0,No
06-09-2013,Albury,13.6,20.9,0,nan,nan,W,22,ESE,SW,7,7,82,61,1026.6,1023.4,8,8,16.7,20.8,No,0,No
07-09-2013,Albury,10.1,19.8,0,nan,nan,WSW,33,nan,W,0,22,73,50,1024.9,1023.3,1,nan,15.2,18.8,No,0.2,No
08-09-2013,Albury,4.8,18.8,0.2,nan,nan,WNW,30,E,W,6,15,75,36,1027.2,1023.8,nan,nan,12,18.4,No,0,No
09-09-2013,Albury,7.9,23.4,0,nan,nan,W,52,E,NNE,7,17,73,47,1019.1,1010.2,nan,nan,12.6,22,No,0,No
10-09-2013,Albury,12.5,17.5,0,nan,nan,WNW,50,NNW,WNW,15,24,80,54,1008.1,1006.8,8,nan,14.1,17.4,No,0.4,No
11-09-2013,Albury,6.2,16,0.4,nan,nan,WNW,35,WNW,WNW,15,26,79,64,1013.7,1012,7,7,9.8,14.5,No,0,No
12-09-2013,Albury,2.4,15.4,0,nan,nan,W,46,nan,WNW,0,24,81,50,1016.4,1014.8,nan,nan,9.7,15.3,No,0,No
13-09-2013,Albury,2.6,14.7,0,nan,nan,S,26,S,SSE,7,15,67,50,1018.9,1015.3,nan,8,7.9,13.2,No,0.8,No
14-09-2013,Albury,6.4,19.3,0.8,nan,nan,WNW,28,ENE,W,4,15,73,53,1015.1,1013,nan,8,12.9,17.4,No,0.2,No
15-09-2013,Albury,3.7,20.3,0.2,nan,nan,NNE,50,SE,E,13,7,84,48,1018.6,1014.6,nan,nan,11.7,19.3,No,3.2,Yes
16-09-2013,Albury,7.7,13.6,3.2,nan,nan,SE,30,SE,ESE,7,9,93,99,1012.7,1006.8,7,7,10.9,12.1,Yes,37.4,Yes
17-09-2013,Albury,10.8,18.4,37.4,nan,nan,WNW,35,SE,W,7,22,100,82,1002.2,999.6,8,8,13.4,16.5,Yes,0.2,No
18-09-2013,Albury,11.2,18.7,0.2,nan,nan,WNW,70,WNW,NW,11,11,92,76,1003,999.6,8,8,13.3,16,No,1.2,Yes
19-09-2013,Albury,7.7,14,1.2,nan,nan,NW,39,W,WNW,20,20,79,67,1008.7,1007.6,5,8,9.7,12.8,Yes,2,Yes
20-09-2013,Albury,7.3,14.9,2,nan,nan,W,43,WNW,W,22,19,87,72,1009.1,1010.7,8,6,9.4,13.6,Yes,0.4,No
21-09-2013,Albury,5.2,17.6,0.4,nan,nan,WSW,26,N,W,4,13,100,47,1016.8,1014.1,8,nan,9.7,17.2,No,0.2,No
22-09-2013,Albury,5.8,20.4,0.2,nan,nan,E,30,SE,NE,11,13,94,56,1015.5,1010.6,8,nan,9.6,19.7,No,0.2,No
23-09-2013,Albury,6.1,23.9,0.2,nan,nan,NE,31,SE,ENE,7,17,77,47,1011,1006,nan,nan,14.2,23,No,0,No
24-09-2013,Albury,14.2,22.3,0,nan,nan,WNW,39,SSW,WNW,4,22,63,47,1004.4,1005.2,nan,nan,16.9,21.5,No,0.2,No
25-09-2013,Albury,10.6,24,0.2,nan,nan,WNW,31,E,NW,6,13,68,44,1009,1007.4,1,nan,18,23.7,No,0.8,No
26-09-2013,Albury,10.3,16.7,0.8,nan,nan,W,70,WNW,W,35,35,84,50,1006.6,1011.3,8,6,10.3,15,No,3.6,Yes
27-09-2013,Albury,2.6,18.5,3.6,nan,nan,ENE,22,E,NNE,9,13,74,43,1020.8,1015.5,nan,nan,10.7,18.2,Yes,0,No
28-09-2013,Albury,7.4,16.9,0,nan,nan,WNW,59,WNW,W,30,31,64,46,1013.7,1012.6,nan,8,12.8,15.3,No,0,No
29-09-2013,Albury,3.7,20,0,nan,nan,NNW,26,SSE,N,4,13,75,51,1018.6,1015.6,nan,1,11.6,19.7,No,0,No
30-09-2013,Albury,7,26.4,0,nan,nan,NNE,50,E,NNE,6,28,70,42,1014.4,1007,nan,nan,15.8,25.6,No,1.6,Yes
01-10-2013,Albury,15.8,17.2,1.6,nan,nan,WNW,72,N,WNW,17,30,87,56,1002.9,1008,8,8,16.3,15.7,Yes,4,Yes
02-10-2013,Albury,3.7,19.7,4,nan,nan,WNW,80,NNE,NNW,22,28,64,41,1014.2,1006.1,nan,7,13.3,19.2,Yes,1,No
03-10-2013,Albury,6.8,16.5,1,nan,nan,W,43,WSW,W,24,28,64,48,1016.3,1017.8,nan,4,11.3,16,No,0,No
04-10-2013,Albury,3.2,18.9,0,nan,nan,SW,20,SSE,WNW,7,9,74,48,1024,1019.7,nan,nan,10.6,18.2,No,0,No
05-10-2013,Albury,5.5,21.7,0,nan,nan,NNW,28,SE,NNE,9,13,83,50,1018.4,1013.2,nan,nan,12.5,19.9,No,0,No
06-10-2013,Albury,6.2,22.9,0,nan,nan,W,41,nan,NNW,0,17,76,46,1009.1,1006.2,nan,nan,13.2,21.3,No,0,No
07-10-2013,Albury,4.9,20.1,0,nan,nan,NW,31,ESE,WNW,6,13,77,51,1012.7,1011,nan,1,11.9,18.2,No,0,No
08-10-2013,Albury,5.6,20.6,0,nan,nan,WNW,31,ENE,NW,4,19,69,48,1016.6,1016.1,nan,4,13.4,19.7,No,0,No
09-10-2013,Albury,5.6,24.3,0,nan,nan,NNE,28,SE,N,9,15,83,45,1019.9,1015.2,nan,nan,11.9,23.2,No,0,No
11-10-2013,Albury,nan,18.5,nan,nan,nan,W,37,W,WNW,17,17,73,52,1016.4,1015.8,nan,1,11.4,17.8,nan,0,No
12-10-2013,Albury,5.2,23.1,0,nan,nan,N,28,E,N,6,9,78,38,1016.3,1010.9,nan,nan,12,21.9,No,0,No
13-10-2013,Albury,6.8,24.7,0,nan,nan,W,61,nan,W,0,35,70,61,1001.9,1001.6,nan,8,14.6,17,No,2.2,Yes
14-10-2013,Albury,4.6,15.5,2.2,nan,nan,WNW,44,WNW,WSW,15,24,77,49,1018.4,1018.5,1,7,8.1,13.7,Yes,0,No
15-10-2013,Albury,2.5,20.1,0,nan,nan,NNE,30,ESE,S,2,6,81,42,1024.5,1020.9,nan,3,9.3,18.2,No,0,No
16-10-2013,Albury,3.8,25.5,0,nan,nan,N,50,ESE,NNW,6,35,75,21,1017.4,1009.8,nan,nan,11.2,24.4,No,0,No
17-10-2013,Albury,11.2,17.7,0,nan,nan,WNW,69,WNW,WNW,26,46,62,43,1006.3,1012,8,1,13.9,14.8,No,0,No
18-10-2013,Albury,0.8,18.9,0,nan,nan,E,22,SE,NNW,6,11,72,40,1027.1,1025.3,nan,nan,8.6,17.9,No,0,No
19-10-2013,Albury,3.6,24.7,0,nan,nan,E,28,E,ENE,11,13,75,26,1027.2,1021.7,nan,nan,12.7,23.7,No,0,No
20-10-2013,Albury,7.4,29.7,0,nan,nan,ENE,33,SSE,ENE,6,19,67,29,1019.4,1014.6,nan,nan,13.9,28.8,No,0,No
21-10-2013,Albury,10.8,27.6,0,nan,nan,WSW,33,SSE,E,7,9,64,45,1013.7,1012.1,nan,nan,18.8,26.6,No,2.8,Yes
22-10-2013,Albury,16,26.2,2.8,nan,nan,NW,52,nan,ENE,0,24,81,60,1011.1,1007.4,nan,2,19.1,25.7,Yes,2.6,Yes
23-10-2013,Albury,13.3,18.2,2.6,nan,nan,NW,46,NW,WNW,17,20,90,87,1008.4,1010.5,8,8,13.8,14.6,Yes,0.4,No
24-10-2013,Albury,7.9,16.5,0.4,nan,nan,W,56,WSW,WSW,26,22,62,37,1017.6,1019.2,6,8,10.1,14.2,No,0,No
25-10-2013,Albury,2.1,17.5,0,nan,nan,WNW,35,WNW,WNW,7,26,64,45,1025.5,1022.8,nan,7,10,15.7,No,0,No
26-10-2013,Albury,5,19.7,0,nan,nan,WNW,37,W,WSW,11,19,61,46,1024.2,1022.3,nan,2,12.9,18.7,No,0,No
27-10-2013,Albury,5.3,21.3,0,nan,nan,NNW,22,SSE,WSW,6,13,68,36,1023.8,1020.6,nan,nan,11.9,20.3,No,0,No
28-10-2013,Albury,10.6,24.6,0,nan,nan,ENE,30,ESE,SSE,9,17,65,50,1017.8,1012.1,nan,nan,16,21.6,No,0,No
29-10-2013,Albury,9.4,22.6,0,nan,nan,SSE,46,SE,SSE,24,17,54,48,1009.6,1011.3,nan,8,17.9,19.9,No,0,No
30-10-2013,Albury,6,23.5,0,nan,nan,W,31,SSE,NW,9,11,61,34,1020.4,1017.9,nan,nan,13.6,22,No,0,No
31-10-2013,Albury,6.3,25.2,0,nan,nan,W,28,ESE,W,4,19,70,28,1021,1018.8,nan,nan,14.9,24.3,No,0,No
01-11-2013,Albury,7.6,27.9,0,nan,nan,N,30,SE,NE,7,9,69,24,1022.2,1018.1,nan,nan,15.8,27.3,No,0,No
02-11-2013,Albury,8.6,27.9,0,nan,nan,W,26,ESE,SSE,6,11,65,45,1017.8,1015,nan,5,16.8,23.9,No,0,No
03-11-2013,Albury,10.1,21.1,0,nan,nan,WSW,67,WNW,WSW,30,35,67,34,1013.1,1016,nan,1,16.1,19.5,No,0,No
04-11-2013,Albury,3.1,20.3,0,nan,nan,W,30,SSE,SE,13,15,46,33,1026,1024.6,nan,nan,11.9,19,No,0,No
05-11-2013,Albury,6.3,25.6,0,nan,nan,SE,33,S,SW,7,9,58,18,1027.9,1023.3,nan,nan,13.5,23.4,No,0,No
06-11-2013,Albury,6.9,29.6,0,nan,nan,NNW,31,SSE,NW,7,13,58,13,1021.7,1016.1,nan,nan,16.8,28.7,No,0,No
07-11-2013,Albury,8.9,34.3,0,nan,nan,SSE,22,SSE,WNW,4,4,48,22,1014.9,1009.4,nan,2,18.8,33.2,No,0,No
08-11-2013,Albury,17.7,30.9,0,nan,nan,W,48,ESE,N,2,30,62,23,1006.4,1002.9,nan,nan,22.3,30,No,0,No
09-11-2013,Albury,9.3,21.9,0,nan,nan,WSW,43,WSW,WNW,22,26,62,35,1012,1011.9,nan,2,14.9,19.6,No,0,No
10-11-2013,Albury,10.5,21.3,0,nan,nan,ESE,43,SSE,SE,20,24,52,50,1018,1015.8,8,1,14,19.4,No,5.8,Yes
11-11-2013,Albury,10.6,17.1,5.8,nan,nan,SE,46,SE,SSE,17,26,57,61,1020.7,1019,8,8,14.1,15.9,Yes,4.4,Yes
12-11-2013,Albury,12.1,18.6,4.4,nan,nan,W,46,SSE,W,11,26,75,65,1015,1011.4,8,8,14.3,17.1,Yes,0.4,No
13-11-2013,Albury,10.1,17.2,0.4,nan,nan,NNW,31,WNW,WNW,13,22,86,55,1015.7,1015.1,8,8,11,15.3,No,0,No
14-11-2013,Albury,8.2,21.5,0,nan,nan,SW,35,W,WNW,9,15,69,48,1016.4,1014.9,5,7,14.4,19.7,No,0,No
15-11-2013,Albury,5.1,25.1,0,nan,nan,WSW,35,SSW,SW,7,11,69,34,1016.5,1013.8,nan,4,13.4,23.4,No,0,No
16-11-2013,Albury,12.4,26,0,nan,nan,NE,54,SSE,SE,20,11,55,32,1016,1012.7,2,nan,17.4,24.3,No,0,No
17-11-2013,Albury,9.1,27.2,0,nan,nan,ESE,24,ESE,SSE,9,13,61,35,1017.6,1013.9,nan,1,16.7,23.6,No,0,No
18-11-2013,Albury,9.5,28.4,0,nan,nan,NW,31,ESE,WSW,4,15,58,33,1016.2,1011.8,nan,nan,19,27.1,No,0,No
19-11-2013,Albury,10.2,31.1,0,nan,nan,W,22,E,E,6,7,55,24,1013.4,1008.5,nan,nan,19.8,30.2,No,0,No
20-11-2013,Albury,11.3,33.7,0,nan,nan,NW,59,SE,N,7,13,57,14,1009.9,1005.9,nan,nan,21.2,33.2,No,0,No
21-11-2013,Albury,16.8,27.2,0,nan,nan,WSW,31,NNE,NW,2,11,63,50,1010.3,1007.7,6,1,19.5,25,No,0,No
22-11-2013,Albury,10.6,27.1,0,nan,nan,W,46,WSW,WNW,7,22,54,21,1007.6,1005.4,nan,nan,19.5,26,No,0,No
23-11-2013,Albury,8.1,23.7,0,nan,nan,W,33,W,NW,7,17,54,36,1006.9,1004.2,nan,7,17.6,22.4,No,0,No
24-11-2013,Albury,8.6,26.1,0,nan,nan,SE,50,WSW,SW,9,19,58,29,1008.1,1005.7,nan,2,16.5,24.5,No,0,No
25-11-2013,Albury,11.5,26.7,0,nan,nan,ESE,48,SSE,SE,24,24,50,30,1010.7,1009.3,nan,nan,19.4,25.2,No,0,No
26-11-2013,Albury,8.2,29.7,0,nan,nan,WSW,33,ESE,W,4,17,49,25,1016.7,1012.8,nan,nan,16.7,28.1,No,0,No
27-11-2013,Albury,10.5,32.6,0,nan,nan,W,31,S,S,9,15,58,22,1016.5,1012.6,nan,nan,19.8,30.5,No,0,No
28-11-2013,Albury,14.2,35.4,0,nan,nan,NNW,76,SSE,WNW,7,33,56,13,1008.3,1002.8,nan,1,23.1,31.9,No,0,No
29-11-2013,Albury,13.1,25.6,0,nan,nan,WNW,33,SSE,SSW,17,17,37,27,1008.6,1008.6,nan,2,19.1,25,No,0,No
30-11-2013,Albury,9,27.5,0,nan,nan,WNW,26,SSE,E,17,7,41,16,1018.9,1017.1,nan,nan,16.2,24.9,No,0,No
01-12-2013,Albury,9.9,30.4,0,nan,nan,E,33,ENE,WNW,20,13,46,23,1022.9,1019.8,nan,nan,20.6,29.1,No,0,No
02-12-2013,Albury,15.6,34.4,0,nan,nan,NE,28,NE,NE,13,11,38,19,1020.4,1015.2,nan,nan,24.7,33,No,0,No
03-12-2013,Albury,15.1,37.1,0,nan,nan,W,44,SSE,NW,9,30,47,15,1013.9,1009.3,nan,nan,25.8,34.8,No,0,No
04-12-2013,Albury,21.5,23.7,0,nan,nan,NW,54,S,S,9,7,62,93,1004,1002.3,1,8,22.9,18.3,No,29.4,Yes
05-12-2013,Albury,10.1,17.5,29.4,nan,nan,WSW,56,WNW,W,20,28,90,60,1000.8,1001.3,8,6,10.1,14.6,Yes,3.2,Yes
06-12-2013,Albury,5.8,20.4,3.2,nan,nan,WNW,43,WSW,WSW,11,22,62,32,1015.4,1015.9,nan,2,11.8,19.4,Yes,0,No
07-12-2013,Albury,7.7,26.1,0,nan,nan,ENE,44,SE,WNW,7,13,63,28,1020.9,1018.3,nan,nan,15.5,24.8,No,0,No
08-12-2013,Albury,10.2,32.1,0,nan,nan,N,31,SE,NW,9,13,55,20,1016.7,1011.3,nan,nan,18.4,30.4,No,0,No
09-12-2013,Albury,18.1,30.4,0,nan,nan,WSW,50,E,W,6,22,56,31,1006.2,1001.4,nan,1,22.1,29.2,No,0,No
10-12-2013,Albury,12.1,22.4,0,nan,nan,W,44,WNW,W,19,30,60,35,1008.7,1008.1,5,5,15,20,No,0,No
11-12-2013,Albury,10.9,24.5,0,nan,nan,W,43,W,W,20,19,43,33,1010,1008.8,1,5,17.5,22,No,0,No
12-12-2013,Albury,9.9,27.6,0,nan,nan,W,35,SSE,W,2,24,55,22,1012.6,1009.8,nan,nan,17.7,26.4,No,0,No
13-12-2013,Albury,11.2,30.2,0,nan,nan,W,37,SE,WNW,6,22,47,29,1012.9,1010.5,nan,nan,19.6,28.9,No,0,No
14-12-2013,Albury,14.4,29.5,0,nan,nan,NW,33,WSW,WSW,6,19,56,19,1014.9,1013.2,nan,nan,21.3,28.4,No,0,No
15-12-2013,Albury,12.8,31.1,0,nan,nan,SW,41,SSE,NW,13,11,48,31,1018,1014.7,nan,nan,20.1,28.5,No,0,No
16-12-2013,Albury,15.8,32.9,0,nan,nan,SSW,43,SE,NNE,7,7,51,28,1018.1,1015.1,nan,nan,23.2,31.5,No,0,No
17-12-2013,Albury,16.9,34,0,nan,nan,N,30,E,ESE,7,9,54,29,1019.5,1016.3,nan,4,24.7,31.8,No,0,No
18-12-2013,Albury,18.8,37.6,0,nan,nan,ENE,28,SE,ESE,15,13,41,17,1020.2,1016.2,nan,nan,27,36.4,No,0,No
19-12-2013,Albury,19.2,39.7,0,nan,nan,NNW,37,N,NNW,20,11,34,17,1018.3,1013.5,nan,nan,29.9,39.2,No,0.2,No
20-12-2013,Albury,22.2,40.7,0.2,nan,nan,SW,46,SSE,NW,7,17,45,14,1015.1,1009.9,nan,nan,28.6,39.2,No,0,No
21-12-2013,Albury,23.7,40.5,0,nan,nan,WNW,54,SSE,NW,19,33,40,12,1012,1008,nan,nan,26.9,38.8,No,0,No
22-12-2013,Albury,25.2,36.4,0,nan,nan,SW,39,ENE,WSW,15,22,36,22,1007.7,1006.6,nan,nan,29.4,35,No,5.2,Yes
23-12-2013,Albury,18.3,23.9,5.2,nan,nan,NW,37,WNW,NW,20,19,93,68,1010.7,1011,8,3,18.3,20.8,Yes,13,Yes
24-12-2013,Albury,11.6,29.1,13,nan,nan,SSE,20,E,SW,6,9,75,24,1017.8,1015.2,nan,nan,17.6,26.6,Yes,0,No
25-12-2013,Albury,15.7,29.1,0,nan,nan,NNE,28,E,N,2,9,64,44,1016,1013.3,nan,nan,20.3,26.3,No,0,No
26-12-2013,Albury,14.9,30.8,0,nan,nan,SW,52,ESE,NNE,7,11,61,28,1013.4,1008.7,nan,1,22.4,29.8,No,1.4,Yes
27-12-2013,Albury,14,32.5,1.4,nan,nan,SSE,24,SSE,SE,7,7,57,25,1011.1,1007.7,nan,nan,20.8,30.8,Yes,0,No
28-12-2013,Albury,14.4,37.1,0,nan,nan,W,39,SE,NW,6,15,57,18,1008.3,1003.7,nan,nan,23.2,34.7,No,0,No
29-12-2013,Albury,16.1,30.9,0,nan,nan,WNW,35,SE,S,15,13,27,14,1011.8,1010.6,nan,nan,19.9,27.9,No,0,No
30-12-2013,Albury,11.7,30.9,0,nan,nan,WNW,41,NNE,WNW,11,9,50,18,1014,1010.4,nan,nan,20.3,29.3,No,0,No
31-12-2013,Albury,10.4,31.4,0,nan,nan,WSW,43,SSE,WSW,7,22,43,14,1013.3,1011.5,nan,nan,19.7,30.5,No,0,No
01-01-2014,Albury,12,27.4,0,nan,nan,WNW,43,SSE,ENE,11,20,56,38,1011.1,1008.6,nan,1,20.3,25.9,No,0,No
02-01-2014,Albury,16.7,27.7,0,nan,nan,W,31,WNW,WNW,6,20,61,22,1006.1,1005.8,1,1,22.3,26.4,No,0.2,No
03-01-2014,Albury,18.9,30.6,0.2,nan,nan,WSW,44,ENE,W,6,15,40,32,1003.1,999.1,8,8,22.3,27.5,No,0,No
04-01-2014,Albury,13.1,25.6,0,nan,nan,W,46,WSW,W,24,19,46,28,1006.8,1005.7,nan,4,16.8,24.2,No,0,No
05-01-2014,Albury,8.4,29.4,0,nan,nan,WNW,65,SE,NW,6,30,50,24,1009.4,1004.5,nan,1,18.7,28.9,No,0,No
06-01-2014,Albury,12.1,23.7,0,nan,nan,WSW,56,WSW,SW,28,24,42,27,1013.2,1013.4,nan,nan,16,23,No,0,No
07-01-2014,Albury,9.8,27.5,0,nan,nan,SSE,41,S,SSE,17,13,43,23,1019.5,1016.4,nan,nan,16.7,25.2,No,0,No
